tweet	subtask_b
a bitch is complaining to corporate about me in our lobby lmaooo	TIN
 not really gun control limits one capability to personally safety it makes it even harder for good people to buy guns legally it will even make it hard for women to obtain guns for self defense just keep a simple background check system we already have	TIN
 love how fat they all are while chowing down on cake and cookies thats the future liberals want	TIN
 he is a disgusting anti  traitor	TIN
 this is a guy who weaponized the judicial system and irs to attack conservativesthis is a guy who couldnt grow the ec onomy over  percentthis is a guy who said get used to itits the new norm this guy is a moron	TIN
 oh yeah terry porters  second pi call osu alumn naw im over it your coach and his scumbag history if you know anything about his history with aaron hernandez you would know what kind of scumbag he is but osu is a shithole so the story goes on url	TIN
 he is a failure in every way possible	TIN
 already pacing you side by side sir i think she woke up after the election thinking she could now retire only to be the second biggest loser she is holding off for hope in the midterms and will quit once that one vaporizes like a fart in a hurricane	TIN
 or maybe to pay for their protests since mnuchin shut that slush fund down probably going to pay for antifa riots busing in people and weapons	TIN
 for the kochs and the trumps and the pollutors but not for we the people or students or teachers and lets not even talk about the things that a majority of the american people expect like healthcare amp gun control nothing but  for and donors	TIN
 i think its more of a choice for ppl to stay hooked on shit	TIN
 just keep saying fast and furious holder the man that planned gun control by handing out weapons to criminal cartels sounds like a great guy to run a justice department because he will work with anyone including criminals to fill his own agenda instead of that of the people	TIN
 that explains why some leftists were also shadowbanned	TIN
 conservatives only care about democracy when its their opinions and so called racist rights are in jeopardy anyone else they dont give a shit about its sad	TIN
 whataboutism is yet another made up word used by liberals to attempt to deflect criticism of their own ridiculous hypocrisy	TIN
 great gun control takes concentration and steady hand way to go girl url	TIN
 madam will never respond she is among those who see nothing good about pmb and his administration it sucks	TIN
 the democrat years in power we remember those women well too bad liberals are hypocrites of the worst kind	TIN
 dead in mass shooting at fifth third bank building in downtown cincinnati deep state fake news crisis actor alert gun control bullshit  foff feinsteinobama url via 	TIN
 dont understand your logic anyways this is going nowhere this to me is not acceptable maybe you are ok with it url	TIN
 so this is how antifa finally dies by commiting suicide nice	TIN
this guy is a disgusting little perv maga url	TIN
 what the fuck you dont care about your friend you are not a real friend then  he not losing anyone special then cuz you cant even be a real friend and thats sad	TIN
 shes trolling to fuck with you cause some of yall be quick to call mfs coons for minor disagreements	TIN
 then why the fuck did they elect him	TIN
 she is a republican do you actually expect any different and as far as her calling the opposition money a bribe she should be used to that by now bribes that is	TIN
 wayne say he trying out do drake so this shit gotta be decent at least	TIN
 fuuckkkk youuuuu	TIN
 please dont kill me antifa on the other hand	TIN
 liberals are full of st when they say they have alot of love to give they have become the devils minions no one will prayerfully vote for their socialist agenda	TIN
 liberals are steamrolling tpp through parliament without proper debate why are the liberals hellbent on killing canadian manufacturing jobs cdnpoli url	TIN
 cause theyre assholes	TIN
 im hoping its a joke antifa are morons and have no clue how many people carry backup guns their disarmthem stunt will make them a lethal threat in most states do the math on what will happen silly antifagoons	TIN
 was literally just talking about this lol all mass shootings like that have been set ups its propaganda used to divide us on major issues like gun control and terrorism	TIN
 ajsjjsjdkkdjdk i want him so much hed literally tell me to die and id obey him	TIN
 it really sucks when commies atheists liberals refugees and anyone who isnt one of us uses our precious tax dollars	TIN
 she is uncultured	TIN
 think theyre trying to be funny or its a dog whistle to prohibitionists either way its a total fucking disgrace and belittles cannabis use wankers	TIN
 bwahahahahahashe is a liar let her bring a case with the state of md then i would love to see it and see her bankrupted by kavanaughs attorney in a libel suit	TIN
 orourke is just one more ignorant gun control freakdont know what they are talking about	TIN
 just what a communist would do destroying america lock him up trump maga	TIN
 then you must condemn antifa and blm who spew hate and fear toward the police	TIN
 he was fucking murdered and all you can talk about is marijuana	TIN
 consider this source  is a supreme ass kissing douche bag	TIN
 liberals drink their own koolaid they live in these bubbles and they think a lot of people like them if they could see themselves how clownish they look and act	TIN
 women defend kavanaugh as a good person amid allegations  ignore dianne feinstein she is obsolete you disgusting idiot piece of sh feinstein he will rule supreme	TIN
 ohh shit 	TIN
 you are hilarious you keep defending that woman i have watched her for over  years and she is a liar and a hypocrite and an obstructionist i like my crumbs she needs people like you to support her though	TIN
 what has awaken so many women in this country is the asinine over the top stupidity of liberals today	TIN
 he is a disgrace	TIN
 what they fail to realize is that if even  of trump supporters decide to use force to protest like the lunatic left does now it will be like white sleeves and antifa soy boy they really do not want to keep up this level of rhetoric	TIN
 mine go drafts too stop this crap im gathering proof your censoring conservatives	TIN
more like putin every day maga url	TIN
 iya risi in my area didnt get the money she is a widow with children and all attempt to get the money proved abortive isnt this a scam	TIN
 character and clinton cartoon maybe	TIN
 actually its liberals like waters and antifa who promote violence	TIN
 antifa is a domestic terrorist group url	TIN
 antifa simply wants us to kill them by the way most of us carry a back up and a knife	TIN
 liberals are so sensitive that theyll believe the okay sign is racist  url	TIN
 tea i was mad when i saw that shit	TIN
 log doesnt give a shit i bet he eats nachos in the middle of the night in his underwear	TIN
 thank you for your fortitude and perseverance please give mcconnell a kick in the butt from some of us conservatives	TIN
shits about to hit the fan maga url	TIN
 i love it when the liberals say the word debunked kind of like when hillary said it and she said it with such anger and forosity you knew she meant it but it was all bullshit	TIN
 im sure its just all democratic political pay for play	TIN
 umm she is a reporter asking a question the senator is acting like a baby is this really what adults act like shame on you cbs shame	TIN
 to be fair im positive most liberals are just blobs of cells	TIN
 horrible	TIN
 what the fuck is wrong with you	TIN
deepstate you are going down maga redwaverising redwave walkawayfromdemocrats walkaway walkawaymarch make this viral url	TIN
 shes confused after all she is only a poor struggling socialist	TIN
 he is gay hes a sick pervert he gets on my nerves	TIN
 nah antifa are good to get killed	TIN
 just read that flaming pile of garbage you wrote and the national review calls an article why are liberals losing their minds when the president is being investigated for collusion with a foreign government why is he nominating anyone for a supreme court appt	TIN
 metoo lynchings of innocent republicansconservatives will continue if gop lets the kavanaugh fraud prevail gop should fight fire with fire and do this one time to a prominent dem male watch it stop after that	TIN
libdemconf shows me that are absolutely void of constructive ideas for the myriad problems the uk faces and begging and moderates isnt the answer thatcher was right the parrot is dead	TIN
 you shouldhave tried more perhaps a bjp or rss connection could have been fixedmasters would be happy dhanya	TIN
 on no not roaming charges good charge all these foreign fuckers when they come here	TIN
 zero evidence lmaooooooo i love seeing liberals squirm at shit like this 	TIN
 sick i hope he is not teaching	TIN
 she is a liar like hilary clinton	TIN
 thats hilarious let those puertoricans legalize pot so they can forget about their problems after hurricanemaria thursdaythoughts thursdaymotivation resistance resist maga military veterans tcot thisisamerica url	TIN
 empty headed bushie whore	TIN
 jesus she is the evilest of cunts	TIN
 hes a nut job and to republicans thinking he will support your let kids be murdered in school policy he says emma gonzalez is his idol who is a gun control advocate so dont be fooled unless you want liberal policies personally i do but what the hell	TIN
 just another reason she is vile	TIN
 i thought this was snl the last guy is wearing a fucking beanie with the mindmill on its	TIN
 i thought you said the nyt was failing and fake news so this cant be true its made up	TIN
 it never gets further that the caymans but i want to know what gives boris the right to spunk m on a folly of a bridge that wasnt built where is the money and what relation to him were the people who were paid it and why are they all now abroad no lnvestigation iniated why	TIN
 you need to leave a lot of shit in the past lol this tweet is literally made for you	TIN
 zarries didnt start this conversation it was a larry shipper that trash talked our ship so how about yall petty ass larries stay out of our mention eh	TIN
 she is a zombie	TIN
 you guys you seriously dont mean everyone right there are good people here that dont like to bother with shit like that personally for me i want this shit to stop but our government apparently is to fucking stupid with gun control arm teachers with guns yes makes sense	TIN
 nope its clear and you are lying also every accusation against known child molester roymoore was true conservatives love rapists	TIN
 bitch call me	TIN
 and honestly its ridiculous you are grocery shopping there is no need to be like that	TIN
 hahahahahasureshes just a spoiled bratand goes berserk when shes beaten	TIN
 boop police department freeze oh shit she is too cute open boopboopboop url	TIN
 the active duty personnel i know think he is a dangerous fool maybe  of racist military klansmen support mr traitorpants	TIN
 i neither side with the klan nor antifa i stay out of family squabbles dems can clean up their own bastard children perhaps you could clarify how i do t support the th	TIN
 liberals cannot imagine a circumstance where they are forced to defend themselves or their family from violence they imagine such an eventuality to be beyond the realm of possibility and they foolishly believe that the police will arrive quickly enough to save them	TIN
 you are obsessed with shes a millionaire because she is a good comedian you have money because big daddy bone spurs handed it to you ahole	TIN
the beauty of theview is that no one pretends not to be a leftist maga	TIN
 and the factorys coming back u do n a movie on that sum worth do n cause just sling shit shows no intelligence	TIN
 he was almostalmost as bad as obama	TIN
 wow  no wonder the liberals only got worse as a party of bullies to women no accountability	TIN
 kick the absolute shite out of the car	TIN
 you after the mounties come and get you for being a dirty pervert on the internetonly you are  pounds heavier than him but you get the point url	TIN
 you aint doin your part then  check them pussies im from the hood and i still dont say the n word cause im a little more educated i got other ways to describe my brother or friends i feel the same way as you though too many people going left unchecked	TIN
 tough crap mazie there should be a me too for men with false accusations against them as well as those hurt by democrat lies false accusations biased government agencies biased media sensationalism and antifa bullies etc	TIN
 for the love of all things sacred he cannot be voted in he is well down towrds the bottom of that scummy swamp the scales of justice need to let him drown in his own shit make  the year of holding each other accountable for our responsibilities 	TIN
 she is fucking delusional	TIN
 security are paid to protect you from trash and crazy people	TIN
 how would they know if gun control worked if they refuse to try anything	TIN
 yep sure do and hes been proving it on a daily basis maga	TIN
 i seriously believe he is evil	TIN
 you bring up a great point these morons really look at life like its the movies they do it in the gun control debate all the time they seriously think that a shootout with a bad guy will never hurt bystanders its why they want to arm teachers idiots	TIN
anyone have any guesses as to what amp will lie about this week a the world is ending friday b give me all your money amp ill triple it by tomorrow c knows everything  just listen to her d maga	TIN
 i think i liked it better when conservatives pretended that rape is bad now they are claiming rape gets better with time	TIN
 good she is a crook too	TIN
 gutierrez youre such a liar thats all you guys are good for	TIN
 i do but it can be done with out looking like a nazi bigot we have to stay true to the people and change the minds of the left i know you arent a bigot i followed you for a reason and its because you post stuff that i like this one time i feel you are feeding the left the	TIN
 fake news 	TIN
 he is sick very disturbed and that comment proves it	TIN
 his fruits comes not only from his mouth he is a liar and a deceiver he is definitely not a catholic  he likes to reform the church to his own image	TIN
ms fords has made a maga mistake how will she escape the truth which is going to be that her useless lie will not stop us from confirmjudgekavanaugh mondaymotivaton maga wwgwga walkaway walkawayfromdemocrats url	TIN
 complete and utter waste of time liberals	TIN
 and its funny as obama starting talking about gun control shootings started happening correlationdefinitely so	TIN
 these are sick ass people url	TIN
 hes having a go at people who love david gilmour but who think roger waters is a bit of a dick obviously	TIN
 whos sick of intitled racists	TIN
 its just people who say they hate identity politics while going on about the left hates them for being black conservatives	TIN
 and the fact he called you a nigger after you respectfully told him your preference damn near proves that theory 	TIN
 hahahahahahahaha she may need to change her strategy acting like a spoiled child throwing a tantrum and showing the world what a sore loser she is on national television isnt a great way to improve how anyone is viewed	TIN
 oh my carmen he is so fricking cute	TIN
 most disliked oc amai vs most liked oc kira amai is pretty much a freaking bad daughter she killed her mum and little brother just to run off with some man kira is a pretty sweet gal who loves her father very much and just loves to be loved she is also a determined gal	TIN
 shut the fuck upppp kliff im bigger than you and gayer than you so dont try any shit	TIN
 how do you come up with all these lies you have not done a thing as far as gun control open your eyes obama your hero had  years in office all your doing is sucking around for the last minute vote	TIN
 odd stating opinions comes with an attack cunt and assumption of a streamer using boobs for attention it was verbal diarrhea from a person who ought to know better	TIN
 she is a murderer and your whole department should be ashamed of this cover up shame on the dallas pd there is nothing noble or respectable about how your department is handling this situation you are aiding a criminal and showing you dont care about the citizens of dallas	TIN
 hitler would be so proud of david hogg url	TIN
 bro i randomly tried this dns shit and it worked first time wtf	TIN
the law and order president really hates law enforcement lol maga url	TIN
 this game sucks donkey balls	TIN
 maxine is a cracked pot and should be run out of town what a loser she is what a joke she is also	TIN
 says the fat antifa member	TIN
 he is virtue signaling playing with young minds he also thinks he can weaponise it in an attempt to stop brexit is a disgraceful vile man to be honest he doesnt care who or what he uses to get what he wants	TIN
 oh cool alana found the one person dumber than she is and retweeted him nice move	TIN
 i was think she jisoo but im focused i found she is taeyoun	TIN
 honestly the fact he hasnt any legislative power coupled with the fact he is a skilled diplomat sways the balance for me besides the varadkar government pushes that kinda shit anyway president or not	TIN
 need more ladies to spread out their pussys on cam 	TIN
 because gutierrez is corrupt and so are the unions there	TIN
 maybe antifa asshats those who physically assault others for their political beliefs democrats are no saints and neither are you	TIN
 of the alumni standing up for christineblaseykavanaugh didnt even know herand none are witnesses to her stories democrats amp liberals are just to destroy america confirmkavanaughnow	TIN
 oh shit u went there 	TIN
  nigga hit em wit the o well lowkie	TIN
 i havent checked it so i cant say anything	TIN
 sadly given the hypocritical and unethical behaviour of liberalsdemocrats these days i view any claims or allegations made by them with a huge degree of scepticism	TIN
 thats silly when the s cartoons made him popular as fuck	TIN
 this guy embezzeled at least a trillion dollars from the american people he is a divider of people he is full of hatred for the american people this guy cant be trusted look at our people that was in bengazi they trusted him and most of them died	TIN
 bill clinton enjoyed raping them while ted kennedy enjoyed killing them but you are cool with that	TIN
 this is the dumbest shit ive read since i slent the morning reading trump tweets	TIN
 this is not a new tactic for the left this is actually their go to tactic they have used throughout the decades this is a playbook right out the nazisocialist playbookthe democratic socialist are todays neonazis aka antifa thegreatawakening maga qanon	TIN
 he and obama must be copying each other does any democrat have their own thought please 	TIN
 then i see like this and lust over the girl with the long blond hair and the bare midriff and micromini and realize she is now  years older and could be a great grandmother today  people wonder why i love legs until i show them what i grew up with url	TIN
 it really is unbelievable that he feels its ok to call citizens worse than deplorable hes nuts no wonder ppl are running to reps he obviously thinks he is way better than us time to go away mr biden	TIN
 they meet many many fans its amazing that he remembered her dont be a bitch	TIN
 this will be settled and will never see a jury we will never know the truth maybe she grabbed him first while swapping spit or he is really that stupid to just grab her either way i doubt we will ever know the complete truth	TIN
 hahaha big thighs is not going to make it	TIN
 we are casually fucked	TIN
 aww he is such a busy monster	TIN
 this is ridiculous she is going to have to vote for him at this point or it will be apparent she accepts bribes	TIN
 he is a drunk crazy man	TIN
 does not suffer fools and has seen enough shit to last nine lives	TIN
 bitch shut upcyberpunk was announced way back in  and just now getting revealed get your facts straight	TIN
 liberals will melt   	TIN
 liberals are muck rakers they have no platform to run on none culling vulnerable people from the late decades of the last century of the previous millennium shows how desperate they are to be heard now theyre loitering around high schools looking for rumors sad	TIN
 lol they have no idea nazis were socialist their complete inability to grasp reality is so mind blowing antifa is no shit calling for a civil war to defend slavery the confederacy considered lincoln a fascist too hmmmm	TIN
 just listening to juan williams on the five drives me crazy he is such an ignorant man where does this man get his facts thank god for jesse waters and you ladies	TIN
 i wonder if she is still in love with the drug dealing boyfriend that worked at burger king	TIN
 sanchez sucks he is killing this team imo	TIN
 never going to happen not in a million years not unless soros hires a bunch of antifa punks to pretend to be vets	TIN
 the left doesnt care they victimize women and minorities for political gain same story different democrat libtards walkaway maga	TIN
bias blockers the new glasses made for maga racists and homophobes  watch url url	TIN
 yessssshhhhh who else call you shitgull if it were not me or ryme 	TIN
 blame trump for the weather and the corruption that existed for decades in pr what an ass typical democratic	TIN
 if so why do democrats continue to say he is a rapist why do you democrats say republicans allow a rapist to be president he isnt unscathed	TIN
 its quite apparent she abhorres the constitution stupid woman she thinks she is so much better than anyone else	TIN
 dick durbin figures if he lies often enough people will start to believe him right out of leftist dictatorship playbook 	TIN
 its off of santa clarita on netflix its funny as fuck	TIN
 took you this long he is a beast and has been for yonks	TIN
 i follow all these maga patriots 	TIN
 sounds like hot lesbian sex to me	TIN
 especially since you are a fascist nazi as i can tell by your profile you people are pathetic shame on you 	TIN
 crookedhillary are you drunk again go back to bed grannytrumptrain maga deplorables dregofsociety	TIN
 fool	TIN
 this is just more of the standard trudeau liberals emotional manipulation of canadians they think canadians are stupid	TIN
 thats how immature she is not to mention no class at all o not even a dime	TIN
 the more antifa bs average americans see in the news the more repulsed they are by their antics	TIN
 lefty pope should also he is not worthy rep for true christian roman catholics he failed his flock	TIN
 st pic oh my god the batman v superman trailer is awesome nd pic oh my god bvs is awesome rd pic oh you dont like bvs and call it a shit movie well bitch th pic oh zack was fired henry left and ben is leaving	TIN
thank you for standing for decency the liberal left is up to its same old tactics lies at th hour from lefty liberal haters this story stinks from outside in maga tcot url	TIN
 apparently this pos doesnt know that viacom bought out bet it went from black ownership to white ownership	TIN
 if they dont want to accept the results of the election they are welcome to leave the country it would make me so happy all their fear mongering with not interrupt us from enjoying the most widespread posterity in the nations history	TIN
 drunk yearold tell us little about his character as yearold let alone about his competency as a jurist but it seems a tad more likely that conservatives are merely clarifying yet again that law and order means using the law to reinforce a social order	TIN
 do not cancel the vote on kavanaugh do not fall prey to the lying filthy liberals tell flake to shut up america is sick of this bs from the left	TIN
 im going to tell you one more time to fuck off before i block and report your ass whos your current president	TIN
 do you think she is afraid of pigs that are not the same colour as her 	TIN
 can we all agree to pray for big dumb mike to keel over of a heart attack he looks ripe	TIN
 a bunch of selfaggrandizing liberals in fancy dresses mocking trump except for the fancy dresses sounds a lot like the dems who are trying to lynch kavanaugh politics metoowitchhunt url	TIN
 low life bitches	TIN
 shocking consider most of the country wants smart gun control not the wild wild west like you espouse	TIN
 end of mos sm out in space hears a voice in his head asking if hes kryptonianturns around and its mm mm explains his situation amp asks for refuge on earth sm puts out his hand amp introduces himself has their shaking hand he says welcome to earth cut to black	TIN
 any argument with liberals is same as forcing water through the steel their brains are contaminated and the process of healing seems impossible for them dont waste you precious time and words on them these are not reasonable people url	TIN
 all you do is lie all congress does us lie maga	TIN
 google cfo is a joke and so is the idiot who hired her for this position googlearecorrupt bestuseqwant	TIN
 a whore mayor stealing the money and funded by dems to bash potus wtf is the country doing with a s power grid god knows theres enough  to replace it	TIN
 as much as i dislike antifa i hope none of them are stupid enough to fall for this bait and end up getting themselves or someone else injured or killed	TIN
 fuck the steelers bah on my mama thats some racist shyt they doing dont wanna pay that dude and call him selfish for not wanted to report	TIN
 look ellen i am not a socialist commie you are the one for government universal health care bigger government gun control and free colleges i am american im for capitalism	TIN
 loved to hate mr in bobby brown show that guy really screwed those kids back in the day please let him go through all hws drama he is my favorite amp then jerry maybe they should have a show andy	TIN
 so babies arent future men i suppose ripping their limbs off and sucking their dead bodies out and putting them in the trash thats sorta thing	TIN
 this nigga is everywhere  i cant escape his spewsits now time	TIN
 go to iran where u belong stupid idiot	TIN
 you are turd 	TIN
 you mean cheating allegations not sexual harassment or assault it was about cheating big difference we all know facts scare liberals if you are so concerned about sexual assaults you need to shout for the names on the slush funds to be revealed until than have a seat	TIN
 the vile creature is trying to portray herself as some fierce bitch at the same time she knows thats not what the gun control conversation is about paper tiger	TIN
 lol fuck you	TIN
 but you are still going to jail tho fredo url	TIN
 you are part of the problem you are the racist wanna address this  	TIN
 we get shit transported from africa niggas told me they seen venomous snakes iguanas a beetle the size of a car tire lmaoooo  all kinds of shit	TIN
 yes it did and its on editorial is joe q the editor of xmen no he isnt he is editor in chief he is the boss of all the other editors sooo he wasnt responsible i shouldnt be arguing because this is stupid	TIN
 can you imagine being married to that crazy btch good god	TIN
 i muted her awhile ago when she tried to say some shit like that ixine was doing positive work for mexican rap like he isnt some kind of pedo garbage	TIN
 gillibrand must have been a very sexually active woman to be pushing young women to have abortions	TIN
 the stinking media says antifa and code pink are black radicalsevery one i ever saw was a racist white democrat and they blame their violence on blacksbad stuff	TIN
 not supporting trump is the lowest low bar im glad someone doesnt support trump it doesnt make them an ally there are plenty of conservatives who hate trump who arent also pure trash	TIN
 everything he just said is exactly why we need gun control its about saving lives nothing else matters just saving lives some people get bent out of shape over the second amendment its my right crying put your feelings away coward put your guns away coward guncoward	TIN
 in other words mueller its not constipated in other words mueller has diarrhea url	TIN
 you are a traitor url	TIN
 fucking sucks when the refs are against you killthezebras	TIN
 as if conservatives didnt hate sesame st enough	TIN
 she should be fired and arrested clearly she is using drugs on the job	TIN
 do you have the state rightcali and chicago are protected by many strict gun control laws	TIN
 she is useless attempts to do the right thing but never follows through	TIN
 and the brainless dems wants us to believe that he doesnt have the majority liberals is just like their leaders the corrupts obama and crookedhillary both are real bad losers maga trump	TIN
 disgusting liberals have no shame	TIN
 harris makes herself look very ignorant daily maga without them	TIN
 looks like antifa thugs	TIN
i hate the democrats but they do fight like hll everyday rs are making so much from lobbyist they dont give a damn what we want im ready for maga party but we have to get trump elected  and keep democrats out till  url	TIN
 shitting yourself more like	TIN
 he is right though you do have a whiff	TIN
 you liberals live by double standards look at what you did to monica lewinski she was branded a liar and whore even after she produced the evidence all because good ole bill is a democrat your all fucking insane	TIN
 disco pose with white dude overbite look classic s dance move	TIN
 as someone who had never played spiderman  as a kid i want and tried it a year or  back and idk what kinda collective nostalgia people are on but those web swinging mechanics are busted as fuck and kinda trash	TIN
 yeah hes very immature amp can dish out criticism while crying and blocking instead of accepting any its cool folks can see him for who he is mostly	TIN
 truthfeed news   just in fbi deals yet another devastating blow to democrats on kavanaughs accuser magaa prolife url	TIN
 he is way more creepier and says way more stupid things url	TIN
 thanks joe my sanity was forsaken a looong time ago hahaha	TIN
 your app is down  sucks	TIN
 fuck off	TIN
 i dont know about soros but i do know that some on the right do use the actions of a few antifa to play identity politics and claim all on the left are violent  and thats not helpful for anyone is it	TIN
 we call that game bullshit 	TIN
 reans arcane gale is broken if he is gonna be able to use that from scratch in sen iv  because of his demon form its gonna be cool using it in every battle	TIN
 who is fawning and who are you to decide who is and who isnt reasonable it is fully possible to be reasonable and still be wrong im guessing you have never watched daves show and are going by what you have heard from people you are fawning over	TIN
 her brain is still somewhere lost in the matrix then again liberals are just plain delusional no matter what  url	TIN
 liberals are claustrophobic 	TIN
 she is a dog with fleas	TIN
 he can go to hell	TIN
 i bet he is sayin wat his daddy says most dont start me baby	TIN
 holy shit thats awesome	TIN
 gun control that is all these kids are asking for	TIN
theresa may using labourparty policies to cling on to her weak and wobbly government housingcrisis housingmarket the conservatives are the corrupt landowners toriesout corruption	TIN
 can we talk about how he is having the worst year of any player in yankee history	TIN
 she can lie in the shit she created	TIN
 kkk and antifa both hate groups created by the democrats	TIN
 haha you try so hard to be condescending but im sure you and stormy can relate but you are correct on how sad trump really is old man literally owns the viagra company jokes on you kid url	TIN
 oh well its tje liberals and socialists who have made drug addiction fashionable and doable with free supplies how bout some  for diabetics who face ongoing supply costs no but we forced to pay for these losers	TIN
  are you really serious comparing some of the most prestigious positions in the nation with being a slave you just keep proving your ignorance amp inability for logical thought maga	TIN
 regarding the story i think im going to kill the president why is it reporters never follow up on how a convicted felon could obtain in this case  guns whats the police doing about or would that bring light to the gun control issue bias	TIN
 its a shame you are so damned unattractive	TIN
 so i tuned into the emmys last night i watched for a whole  seconds before some celebrity i had never heard of started talking about their platform click liberals ruin everything	TIN
 lindsey sean hannity talks to an echo chamber simply to hear himself he is not a journalist but a news pundit with his own weird conspiratorial agenda supported by well crafted partial facts aimed at a very narrow audience he really is a laughable fool for trump	TIN
 not now hell no he offered that last year no go now	TIN
 religious persecution is bad when its your religion being persecuted url	TIN
 she is a liar and probably on soros payroll	TIN
 its amazing how the democrats are always leading in the cnn polls all the liberals live for is the polls that they control liberals are insane	TIN
 bet your butt	TIN
 myyy nigga 	TIN
 and how is the investigation against your son the antifa terrorist going	TIN
 croatian presidents bikini photos worlds hottest president ever url	TIN
 ill lock yo sorry ass down 	TIN
 all vince cable has to show for getting into bed with the tories is a ridiculous knighthood	TIN
 thats just depressing good churches are getting hard to find few and far between i know people who belong to churches that espouse gun control and abortion thats politics  not god not christ	TIN
judicial watch sues for records of fbi  interviews with demoted justice department official bruce ohr url tcot maga rednationrising	TIN
 hope he is enjoying himself while he can	TIN
 ntknetwork news   senate set to pass bipartisan bill to combat opioids magaa prolife url	TIN
 why is this relevant whatsoever might as well let us know when someone has a pack of smokes or a  pack of beer in the fridge too while you dipshits are at ittabloid garbage ffs	TIN
 she is a true idiot really scary people will vote her to dc in november	TIN
 westminster tories brexiteers outoftheeu we think not annasourpuss  best for the uk  without a doubt is to leave with noeudeal amp just get on forging  trade deals amp say to the eu fuckeu 	TIN
 its only sexual assault when the other does not agree with what he is feeling he said before picking up the pace his foot turning and pushing against his cock while his big toe and other toe lift up the glands mm	TIN
 unfortunately gun control is long game and the house always wins	TIN
 but not as despicable as her own	TIN
 shit like this is why i dont follow who me im just stating basic facts totally not diverting from the actual point just stating a fact youre a phony	TIN
 henry is so fucking great and was def my sickkidsinlove inspo and i love him and his death is a problem	TIN
 that isnt a bill about lgbt sex workers its a bill on sex workers in generalharris has a very good record as attested by lgbt orgsi mean if we are playing that game you could argue that bernie votes on gun control has impacted the lives of black people in chicago negatively	TIN
 amp student loan refinancing plan would give every single student loan borrower a tax break amp let hundreds of thousands of borrowers have immediate lower interests rates at  net cost to taxpayers has  years he did nothing he is a liar url	TIN
 hey woodward you are a silly old fart and do not know what is going on in the white house you are the one who has reached a mental stage yourself of alzheimers	TIN
 false your intrusion on the constitutional rights of honest americans did nothing to curb violent crime gun control  violence against the lawabiding citizen	TIN
 because some people are bastards youre hopelessly nave if you think plenty of frauds wont take advantage of this law change for malign purposes	TIN
 the scary super experienced knowledgeable members of antifa is no match for sarcasm serious question is why the left leaders manipulate the unintelligent inexperienced youth groups its form of taking advantage abuse of the unwary weak url	TIN
 where were these morons when the groper trudeau and his lying liberals stomped all over our charter with their values test where was holt renfrews favourite shopper horwath premier ford is trying to save taxpayers money maybe thats what bugs horwath	TIN
 im really not on any side of this mess but all day people were siding with cardi talking bout nicki and do shit jsjdhkdfhjfkfkhsjdhd messsssss	TIN
 because obama has zero accomplishments he is the worst president r leader of any country hands down it shows the liberal lunacy when they worship a total loser they dont know what they wantno party goals nothing except complain about trumps accomplishments fuk liberals	TIN
 he is a sick individual i dont care if he is the pope or the trash pick up guy sick and bring to justice	TIN
nd highest prop tax in nation to support gov pensions  of  states where housing is worst investment more rent for less valuable housing nations most severe increase in personal tax illinois sucks thanks to cook county liberals and corrupt mike madigan url	TIN
 it wouldnt surprise me a bit just like they falsely call conservatives fascists and justify physically attacking them trumps a nazi kill him its just a matter of time before they suggest it	TIN
 what a crap she istotal publicity seeker since when tearing apart the bhagwad gita is symbol of changing india and why bhagwad gita if u have guts show here tearing apart kuran and bible too intellectualidiot	TIN
 yes bitch	TIN
 yall bitches psycho	TIN
 the guy is not even a white romanian he is a gypsy	TIN
 you are name calling a decorated disabled veteran  shame on you know your subject before making slanderous remarks	TIN
 i turn the tv off when juan speaks he is a real sicko	TIN
 rotten character or what we call in spanish mal character	TIN
more lies maga makeamericagreatagain theresistance url	TIN
 she is a lying leftist	TIN
 daniels said her job does not reflect her character really she is a cheap sleezy porn lap dancer the is no high road to take in that type of job	TIN
 this is dumb what is the point	TIN
 all this tape proves is that was always out to get a paycheck and to sabotage the one person who actually gave her a chance who tape records conversations in the white house only someone looking to sell it later shes a snake	TIN
 twitter will be banning a lot more conservatives or anyone that speaks out about the dems or liberals closer to the elections	TIN
 you are a lying corrupt traitor nobody wants to hear anymore of your lies deepstatecorruption url	TIN
 you at the prospects game fatbastard	TIN
 you are a fascist pig now go report my to your shitty twitter so i will be removed	TIN
 i wouldnt trust chuck schumer ever hes a liar and the president doesnt trust him either	TIN
 even the parody antifa page couldnt deal with this shit	TIN
 if only he were the craziest mf out there sadly he is not there are far worse examples of good christians	TIN
 youre a piece of shit for saying that fema was successful in helping puerto rico after hurricane maria  people died you think thats successful you really have no soul youre a fucking horrible human being i dont even think youre human fuck you	TIN
 dishonored zone where you have to balance on dangerously high edges in a shitty ghetto overrun with rats and bloodflies	TIN
 gonna need a whole ass rant thread done in the utara loghat to really feel it haha	TIN
 wow you really think this works i am going to tell my wife she is going to hell lol	TIN
 philosophically speaking can a hippie crazy cat lady who supports antifa still be called a fascist literally asking for a friend whos a constitutional scholar	TIN
 the washedout idiot biden feels he has a chance by insulting all conservatives who are supporting their great potusi dont think so crazy joe	TIN
 a bunch of overpaid liberals whining about how horrible everything is they should get together with nfl players and try getting a real job zero interest in them giving their friends pointless awards	TIN
 obama claims robust economy belongs to him and pelosi blames bad economy on trump these dem dolts are schizo	TIN
 ik never did he is liar	TIN
